Ag_ICP_PPB,As_ICP_PPM,Ba_ICP_PPM,Bi_ICP_PPM,Cd_ICP_PPM,Co_ICP_PPM,Cr_ICP_PPM,Cu_ICP_PPM,Ga_ICP_PPM,Hg_ICP_PPB,Mn_ICP_PPM,Mo_ICP_PPM,Ni_ICP_PPM,Pb_ICP_PPM,Sb_ICP_PPM,Sc_ICP_PPM,Se_ICP_PPM,Sr_ICP_PPM,Te_ICP_PPM,Th_ICP_PPM,Tl_ICP_PPM,U_ICP_PPM,V_ICP_PPM,W_ICP_PPM,Zn_ICP_PPM,La_ICP_PPM,Al_ICP_PPM,Ca_ICP_PPM,Fe_ICP_PPM,K_ICP_PPM,Mg_ICP_PPM,Na_ICP_PPM,P_ICP_PPM,S_ICP_PPM,Ti_ICP_PPM,Actual_Strat,Pred_Strat,Is_Equal,LAT,LONG,rock_type
220.0,1.799999952,165.0,0.02,1.16,3.4,38.0,33.27,1.7,55.0,118.0,2.4,14.7,2.53,0.4,3.3,10.8,294.0,0.16,0.4,0.08,3.8,14.0,-0.1,43.8,6.0,3899.9998600000004,100000.0,9500.0,100.0,3500.0,250.0,429.99999999999994,3200.0,250.0,TrJTk,TrJTk,True,54.93167,-123.09985,"mudstone, siltstone, shale fine clastic sedimentary rocks"
595.0,10.80000019,34.0,0.08,1.06,11.1,79.5,54.93,3.3,185.0,220.0,3.47,106.4,5.27,0.54,4.7,2.8,46.5,0.04,1.0,0.14,1.6,54.0,-0.1,117.4,7.5,10299.99971,7500.0,22400.000000000004,700.0000000000001,5100.0,330.0,1190.0,9200.0,220.0,TrJTk,CPSm,False,54.49985,-123.49676,basaltic volcanic rocks
400.0,3.400000095,161.5,0.06,1.07,9.3,66.0,44.15,3.2,145.0,218.0,2.22,73.8,4.08,0.52,1.3,2.0,35.0,0.02,0.6,0.1,0.9,42.0,0.1,138.0,9.5,18200.000519999998,4900.0,14400.0,500.0,2900.0,340.0,2170.0,5000.0,60.0,TrJTk,TrJTk,True,54.23518,-122.70187,basaltic volcanic rocks
500.0,4.300000191,127.0,0.02,1.11,6.1,37.5,52.04,2.4,145.0,173.0,3.34,30.7,3.76,0.58,3.1,6.3,67.5,0.04,0.5,0.1,2.0,22.0,-0.1,85.0,7.5,9900.000100000001,12300.0,10500.0,100.0,3800.0,290.0,500.0,5000.0,150.0,TrJTk,TrJTk,True,54.95296,-123.21862,"mudstone, siltstone, shale fine clastic sedimentary rocks"
540.0,4.5,159.5,0.04,0.66,4.3,43.0,36.98,1.4,100.0,118.0,1.19,29.2,6.6,0.58,0.8,0.6,33.0,0.02,0.3,0.08,0.8,36.0,-0.1,57.7,13.0,12300.00019,5200.0,5000.0,200.0,1700.0000000000002,420.0,1060.0,2600.0,50.0,KTpg,CPSm,False,54.7613,-123.59745,paragneiss metamorphic rocks
440.0,4.5,23.0,0.06,1.52,8.6,48.0,46.87,3.3,110.0,150.0,7.23,24.2,8.28,0.59,4.0,10.2,48.5,0.02,1.0,0.12,5.8,36.0,-0.1,87.3,6.5,11100.00014,14200.0,15300.0,600.0,3900.0,340.0,9800.0,7800.0,270.0,TrJTk,TrJTk,True,55.14124,-123.70144,calc-alkaline volcanic rocks
800.0,7.400000095,27.0,0.08,1.47,7.2,58.0,68.8,4.4,410.0,293.0,4.48,87.3,13.33,0.94,5.2,1.8,61.5,0.06,0.8,0.22,0.7,62.0,-0.1,156.9,9.0,19800.00019,12800.0,19600.0,700.0000000000001,3900.0,320.0,1190.0,6000.0,140.0,TrJTk,CPSm,False,54.60055,-123.7878,basaltic volcanic rocks
100.0,8.5,73.0,0.08,0.47,8.8,99.5,35.85,2.9,60.0,211.0,11.17,40.9,8.1,0.54,4.8,1.4,49.0,0.02,1.5,0.06,1.4,30.0,-0.1,92.0,8.0,8299.99983,12000.0,14500.0,600.0,4300.0,450.0,720.0,8200.0,310.0,TrJTk,TrJTk,True,54.02018,-123.10599,volcaniclastic rocks
1200.0,11.10000038,421.5,0.2,2.09,16.2,160.5,98.52,11.0,460.0,356.0,5.1,230.3,4.42,0.92,5.8,3.5,58.5,0.04,0.2,0.42,1.1,108.0,-0.1,302.7,18.5,41199.99885999999,8600.0,39100.0,800.0,11700.0,360.0,3340.0,5200.0,180.0,TrJTk,CPSm,False,54.34445,-123.21991,"mudstone, siltstone, shale fine clastic sedimentary rocks"
240.0,14.89999962,61.0,0.04,0.61,8.4,36.0,31.9,1.6,105.0,295.0,4.08,23.0,3.26,0.8,10.4,3.2,44.5,0.06,0.4,0.08,1.5,30.0,-0.1,69.0,4.5,6000.000239999999,17600.0,11900.0,200.0,2500.0,340.0,940.0,6600.0,200.0,TrJTk,TrJTk,True,54.87269,-123.2113,basaltic volcanic rocks
500.0,7.099999905,60.5,0.08,1.97,6.7,64.0,47.27,4.7,285.0,143.0,1.75,83.7,3.8,0.58,5.9,1.9,77.5,0.06,0.4,0.24,1.9,38.0,-0.1,78.7,10.0,15900.000329999999,11900.0,14500.0,600.0,5600.000000000001,320.0,709.9999999999999,5000.0,260.0,TrJTk,KTpg,False,54.57727,-123.58887,basaltic volcanic rocks
900.0,7.5,65.5,0.04,0.9,10.4,56.0,116.2,1.2,370.0,139.0,2.15,13.9,3.49,5.34,2.4,1.9,27.5,0.02,-0.1,0.1,0.5,58.0,-0.1,54.0,6.0,15199.99981,10000.0,8900.0,200.0,1900.0,350.00000000000006,1480.0,6200.0,90.0,TrJTk,TrJTk,True,54.93514,-123.92598,calc-alkaline volcanic rocks
320.0,4.0,223.5,0.08,0.76,7.4,58.5,36.09,3.8,190.0,303.0,1.37,76.5,2.48,0.4,4.1,1.8,40.0,-0.02,0.3,0.06,0.9,42.0,-0.1,81.3,8.5,8700.00005,6100.0,17300.0,100.0,3800.0,270.0,1040.0,2200.0,210.0,TrJTk,TrJTk,True,54.39751,-123.08367,basaltic volcanic rocks
580.0,5.900000095,372.0,0.12,1.02,9.4,75.0,35.21,4.3,320.0,699.0,1.44,50.2,10.39,0.44,4.0,2.1,54.0,0.06,3.5,0.14,1.3,90.0,0.3,105.4,17.5,27100.00038,9000.0,19400.0,600.0,3900.0,350.00000000000006,2650.0,2800.0000000000005,130.0,TrJTk,TrJTk,True,54.31797,-122.81806,basaltic volcanic rocks
100.0,1.100000024,57.5,-0.02,0.19,1.8,7.5,6.26,0.4,30.0,268.0,4.24,9.2,5.742047493403704,0.2,0.3,0.6,67.0,-0.02,0.2,-0.02,0.5,6.0,-0.1,72.7,1.0,1199.99997,20299.999999999996,5300.0,-100.0,2600.0,360.0,820.0,2400.0,50.0,MTrCc,MTrCc,True,53.79391,-123.53573,basaltic volcanic rocks
320.0,5.5,172.5,0.04,1.17,7.2,53.5,32.08,2.9,125.0,269.0,1.61,45.1,1.14,0.48,2.0,1.9,45.5,-0.02,-0.1,0.02,0.6,34.0,-0.1,158.7,8.5,8799.99995,6899.999999999999,11000.0,300.0,2300.0,380.0,1300.0,3200.0,150.0,TrJTk,TrJTk,True,54.10335,-123.16392,"mudstone, siltstone, shale fine clastic sedimentary rocks"
620.0,10.5,60.5,0.12,1.67,11.8,94.5,78.15,6.7,290.0,489.0,2.89,128.8,7.74,1.02,8.8,3.3,70.0,0.08,0.7,0.24,2.3,66.0,-0.1,142.8,15.5,22899.99962,11500.0,28800.0,1200.0,7200.0,350.00000000000006,1360.0,5000.0,340.0,TrJTk,TrJTk,True,54.57208,-123.64263,basaltic volcanic rocks
380.0,15.0,105.5,0.04,1.11,11.6,75.5,54.38,3.6,240.0,658.0,2.82,94.7,4.29,2.02,5.0,2.1,58.0,0.06,0.9,0.14,1.1,50.0,-0.1,145.1,7.0,12500.0,14600.0,26000.0,300.0,5300.0,320.0,760.0,6000.0,270.0,TrJTk,TrJTk,True,54.59637,-123.07394,basaltic volcanic rocks
660.0,4.199999809,390.0,0.1,1.25,8.1,92.0,50.06,5.8,295.0,187.0,1.63,124.5,0.41,0.34,2.8,2.4,42.0,-0.02,0.2,0.14,1.2,46.0,-0.1,123.6,14.0,20499.999519999998,6100.0,18000.0,400.0,4800.0,290.0,2210.0,2800.0000000000005,110.0,TrJTk,TrJTk,True,54.35044,-123.24435,"mudstone, siltstone, shale fine clastic sedimentary rocks"
140.0,5.800000191,24.5,-0.02,0.31,2.6,24.0,35.39,0.6,75.0,65.0,5.21,8.6,6.5,0.62,1.3,3.1,36.5,0.06,0.2,0.04,4.0,24.0,-0.1,40.3,2.0,2800.00001,13400.0,5900.0,200.0,900.0,250.0,380.0,12400.0,90.0,TrJTk,TrJTk,True,55.17458,-124.17757,volcaniclastic rocks
520.0,1.700000048,9.0,0.04,0.37,3.1,21.0,62.49,1.1,145.0,112.0,2.0,11.1,8.64,0.58,5.3,1.7,24.0,-0.02,0.2,0.06,0.5,76.0,-0.1,39.0,4.5,5299.999709999999,6800.000000000001,8900.0,200.0,1000.0,260.0,429.99999999999994,6600.0,80.0,TrJTk,TrJTk,True,55.19321,-123.96273,calc-alkaline volcanic rocks
1000.0,35.29999924,14.0,0.1,4.25,17.0,37.0,117.3,4.4,175.0,6650.0,28.0,43.2,10.2,4.42,5.2,32.1,97.0,0.06,2.4,0.24,9.9,48.0,-0.1,155.0,7.5,12300.00019,24400.0,37500.0,900.0,5300.0,320.0,1200.0,18200.0,210.0,TrJTk,TrJTk,True,55.2034,-123.82374,calc-alkaline volcanic rocks
520.0,3.099999905,139.5,0.06,0.93,8.0,68.0,43.22,4.4,10.0,708.0,0.01,69.3,2.24,-0.02,1.5,1.6,59.5,-0.02,0.2,0.12,0.7,44.0,-0.1,170.6,13.5,20000.0,7400.0,17400.0,400.0,4000.0,300.0,3100.0,2600.0,60.0,TrJTk,TrJTk,True,54.261,-123.13896,"mudstone, siltstone, shale fine clastic sedimentary rocks"
240.0,3.200000048,35.5,0.02,0.15,4.2,17.0,23.7,1.1,45.0,142.0,4.47,34.7,2.41,0.32,0.9,0.9,41.0,0.02,0.2,-0.02,1.5,42.0,-0.1,29.7,2.5,3100.00002,15100.0,3700.0,200.0,2100.0,300.0,680.0,5400.0,200.0,MTrCc,CPSm,False,53.48492,-123.60682,basaltic volcanic rocks
120.0,5.099999905,207.5,0.02,0.41,2.5,8.0,9.34,0.5,65.0,550.0,2.86,8.6,2.6,0.28,0.7,0.7,84.0,0.04,0.8,0.06,0.3,10.0,-0.1,95.4,1.0,1899.99998,19200.0,12600.0,200.0,1900.0,260.0,1550.0,3400.0000000000005,50.0,TrJTk,TrJTk,True,54.05364,-123.27066,volcaniclastic rocks
300.0,4.099999905,169.5,0.04,1.3,5.1,23.5,20.39,1.8,100.0,209.0,1.69,23.9,5.742047493403704,0.32,0.5,1.2,37.5,-0.02,-0.1,-0.02,0.3,20.0,-0.1,235.2,4.5,6600.00026,6899.999999999999,6000.0,200.0,1500.0,310.0,1640.0,3600.0,40.0,TrJTk,TrJTk,True,54.14256,-123.1777,"mudstone, siltstone, shale fine clastic sedimentary rocks"
200.0,5.900000095,16.5,-0.02,0.68,2.6,32.5,30.82,1.2,65.0,89.0,5.3,21.8,2.31,0.58,2.5,7.3,35.0,0.02,0.7,0.08,3.2,10.0,-0.1,84.3,6.5,3899.9998600000004,12600.0,15900.0,-100.0,1500.0,370.0,390.0,20200.0,160.0,TrJTk,TrJTk,True,54.89917,-123.24744,limestone bioherm/reef
160.0,3.0,141.0,0.06,0.61,4.8,37.5,23.12,1.6,60.0,212.0,3.02,30.0,5.23,0.54,1.1,1.2,42.0,0.02,0.4,0.04,1.1,24.0,-0.1,101.9,5.0,5500.000120000001,11700.0,7500.0,400.0,2400.0,350.00000000000006,740.0,3600.0,90.0,TrJTk,TrJTk,True,53.98436,-123.06489,volcaniclastic rocks
521.0,10.30000019,40.5,0.11,1.08,18.0,131.0,65.97,5.0,150.0,755.0,3.88,228.4,6.74,0.68,7.1,2.6,37.5,0.02,1.1,0.18,1.6,64.0,-0.1,152.4,11.5,22500.0,9100.0,28400.0,600.0,10500.0,280.0,1530.0,6000.0,250.0,TrJTk,TrJTk,True,54.38454,-123.52444,"mudstone, siltstone, shale fine clastic sedimentary rocks"
400.0,17.39999962,17.5,0.06,1.17,23.0,49.0,42.82,4.2,65.0,214.0,7.04,44.3,12.89,0.98,8.6,7.5,53.0,0.02,2.2,0.14,2.3,70.0,-0.1,102.2,10.5,12400.0001,13000.0,30800.0,400.0,5000.0,540.0,800.0,11399.999999999998,170.0,TrJTk,TrJTk,True,55.1935,-123.6771,calc-alkaline volcanic rocks
380.0,8.300000191,240.5,0.12,0.91,15.5,88.0,58.56,5.1,205.0,492.0,2.57,94.7,9.25,0.78,16.3,1.5,48.0,0.04,3.1,0.18,1.3,72.0,-0.1,127.4,11.5,17899.99962,10000.0,33200.0,1000.0,8100.000000000001,340.0,9800.0,3200.0,429.99999999999994,TrJTk,TrJTk,True,54.50592,-123.20748,basaltic volcanic rocks
200.0,5.099999905,66.5,-0.02,0.18,0.4,3.5,11.64,0.2,15.0,88.0,0.27,1.9,3.54,0.1,0.9,1.0,509.0,0.04,0.5,0.08,0.2,2.0,-0.1,10.7,-0.5,500.00001000000003,100000.0,900.0,200.0,1400.0000000000002,310.0,160.0,1200.0,10.0,TrJTk,CPSm,False,55.23275,-123.8572,calc-alkaline volcanic rocks
967.0,9.300000191,139.0,0.11,1.39,13.6,100.0,76.1,5.9,360.0,774.0,2.83,104.7,8.54,0.7,5.8,3.4,51.0,0.06,0.5,0.24,1.5,92.0,-0.1,169.4,17.5,22500.0,6100.0,27300.0,700.0000000000001,5200.0,330.0,2720.0,4400.0,250.0,KTpg,KTpg,True,54.60303,-123.34609,paragneiss metamorphic rocks
460.0,2.599999905,227.5,0.08,1.27,3.6,58.0,66.18,3.0,380.0,95.0,1.01,17.7,5.82,0.58,4.8,5.2,50.0,-0.02,0.4,0.12,2.4,16.0,0.1,50.9,11.5,9100.000259999999,12200.0,8700.0,-100.0,3400.0000000000005,320.0,500.0,2000.0,200.0,TrJTk,TrJTk,True,54.932,-123.0856,"mudstone, siltstone, shale fine clastic sedimentary rocks"
353.0,7.599999905,58.0,0.08,0.83,7.2,58.5,54.8,3.4,210.0,502.0,3.62,72.7,6.83,0.66,6.2,2.4,40.0,0.04,1.1,0.14,1.2,62.0,-0.1,88.3,11.0,11900.00057,5699.999999999999,19900.0,500.0,3700.0,310.0,1310.0,6000.0,220.0,KTpg,TrJTk,False,54.59483,-123.43112,paragneiss metamorphic rocks
280.0,2.5,129.5,0.04,1.03,5.4,34.5,37.61,1.9,150.0,123.0,1.19,49.2,4.86,0.44,2.1,2.1,69.5,0.02,0.5,0.08,0.9,12.0,-0.1,134.1,5.5,8799.99995,14200.0,6300.0,400.0,2300.0,380.0,920.0,4000.0,60.0,CPSm,TrJTk,False,54.19611,-122.88389,basaltic volcanic rocks
80.0,2.400000095,128.0,0.04,0.17,10.1,160.0,39.79,3.8,120.0,251.0,0.72,44.6,1.32,1.1,11.3,1.5,11.5,-0.02,0.9,0.02,0.2,76.0,-0.1,57.6,4.5,20399.99962,7600.0,19600.0,400.0,7500.0,390.0,429.99999999999994,3400.0000000000005,970.0,CPSm,CPSm,True,53.76439,-121.95813,basaltic volcanic rocks
140.0,3.700000048,67.0,0.04,0.31,4.6,35.0,36.53,1.4,170.0,129.0,0.93,23.5,1.34,0.4,3.1,1.8,28.5,-0.02,0.3,0.02,0.3,16.0,-0.1,50.4,5.0,4399.99998,7000.0,4900.0,200.0,1400.0000000000002,270.0,370.0,3000.0,110.0,CPSm,TrJTk,False,53.80408,-121.95487,basaltic volcanic rocks
200.0,30.20000076,97.5,0.08,0.21,10.4,138.5,28.65,4.4,95.0,378.0,6.91,47.6,1.86,0.68,5.2,3.2,63.5,-0.02,3.0,0.14,11.0,82.0,-0.1,67.6,13.5,9900.000100000001,8300.0,25600.0,300.0,4400.0,670.0,1090.0,6600.0,709.9999999999999,MTrCc,MTrCc,True,53.72249,-123.5802,basaltic volcanic rocks
300.0,8.899999619,32.5,0.02,0.3,4.5,51.5,69.77,1.0,95.0,124.0,7.57,14.1,3.56,0.66,3.5,4.0,26.0,0.04,0.3,0.06,1.2,30.0,-0.1,34.9,2.5,4799.99989,7500.0,10400.0,300.0,2200.0,320.0,640.0,13200.0,190.0,TrJTk,TrJTk,True,55.10294,-123.90954,calc-alkaline volcanic rocks
320.0,21.89999962,6.5,0.04,0.58,9.1,47.0,20.63,1.8,50.0,453.0,4.19,29.9,14.08,0.5,3.0,0.9,37.0,0.02,0.4,0.06,1.0,44.0,-0.1,81.9,3.5,5899.99974,11200.000000000002,16299.999999999998,300.0,2500.0,330.0,630.0,9000.0,240.0,TrJTk,TrJTk,True,54.687,-123.73277,basaltic volcanic rocks
320.0,2.299999952,147.0,0.06,0.48,5.9,43.0,28.5,2.6,145.0,137.0,1.3,39.9,7.8,0.52,3.5,1.5,28.5,0.04,7.0,0.14,0.7,30.0,0.3,72.7,9.0,14700.00029,4900.0,6899.999999999999,400.0,1700.0000000000002,310.0,2039.9999999999998,3800.0,60.0,TrJTk,TrJTk,True,54.31615,-122.73942,basaltic volcanic rocks
10.0,6.5,199.5,-0.02,0.07,2.1,5.5,2.72,0.3,15.0,5801.0,3.36,6.4,2.87,0.14,0.7,0.4,243.0,0.06,1.0,0.02,0.6,8.0,-0.1,44.1,0.5,399.99999,99400.0,239899.99999999997,200.0,3900.0,540.0,6790.000000000001,2900.0,10.0,MTrCc,MTrCc,True,53.84253,-123.82323,basaltic volcanic rocks
500.0,6.400000095,396.0,0.14,1.0,8.9,42.5,46.54,7.8,150.0,326.0,0.52,40.3,9.36,0.54,8.9,0.9,58.5,0.04,2.2,0.18,0.8,48.0,-0.1,97.5,16.0,24400.000570000004,6800.000000000001,23300.0,900.0,4200.0,330.0,1850.0,1000.0,40.0,TrJTk,TrJTk,True,54.14328,-123.38093,volcaniclastic rocks
360.0,6.300000191,171.5,0.14,0.85,13.0,128.5,48.94,9.0,175.0,308.0,2.42,197.4,4.05,0.82,9.8,1.0,44.0,0.06,4.0,0.16,0.7,70.0,-0.1,122.7,13.0,31700.00076,7600.0,35400.0,1400.0000000000002,9800.0,420.0,9900.0,2600.0,690.0000000000001,MTrCc,TrJTk,False,53.36881,-123.32069,"chert, siliceous argillite, siliciclastic rocks"
480.0,2.799999952,122.0,0.08,1.09,5.3,32.0,34.99,3.6,220.0,260.0,1.31,24.0,6.21,0.42,0.9,2.5,33.5,-0.02,0.4,0.04,0.8,30.0,-0.1,112.4,11.0,19800.00019,6300.0,6200.0,400.0,1500.0,370.0,2970.0,4600.0,40.0,KTpg,KTpg,True,54.27932,-122.55521,paragneiss metamorphic rocks
688.0,5.699999809,390.5,0.09,1.05,10.3,113.0,71.28,7.2,215.0,250.0,1.47,160.2,5.58,0.58,3.6,3.9,46.0,0.02,0.3,0.18,1.7,62.0,-0.1,178.8,28.5,26400.00105,9100.0,22300.0,800.0,4900.0,390.0,2880.0,3200.0,140.0,TrJTk,TrJTk,True,54.32165,-123.50351,"mudstone, siltstone, shale fine clastic sedimentary rocks"
240.0,7.5,150.0,0.06,0.84,5.6,23.5,28.26,1.5,100.0,716.0,3.22,30.3,3.9,0.6,2.0,1.4,58.0,0.04,1.8,0.12,0.6,28.0,-0.1,218.1,4.0,5199.99981,13200.0,16500.0,300.0,2200.0,360.0,1380.0000000000002,5000.0,140.0,TrJTk,TrJTk,True,54.0401,-123.26292,volcaniclastic rocks
420.0,2.5,92.0,0.06,0.68,6.3,34.0,40.02,2.5,160.0,355.0,0.92,15.3,5.87,0.4,0.7,0.2,26.5,-0.02,-0.1,0.08,0.4,32.0,-0.1,65.5,5.5,13500.000240000001,7100.0,9300.0,300.0,3400.0000000000005,370.0,890.0,1800.0,100.0,TrJTk,TrJTk,True,54.93763,-123.88269,calc-alkaline volcanic rocks
300.0,15.30000019,38.5,0.04,1.17,5.9,275.0,31.93,1.5,250.0,166.0,6.59,32.6,2.65,1.72,1.7,25.2,59.5,0.02,0.5,0.08,5.3,48.0,-0.1,97.0,10.0,9700.00029,15600.0,8300.0,300.0,2200.0,340.0,1019.9999999999999,10400.0,60.0,CPSm,TrJTk,False,54.3747,-122.65748,basaltic volcanic rocks
580.0,3.099999905,211.5,0.06,1.58,4.7,52.5,45.67,3.4,265.0,93.0,1.38,67.5,0.84,0.56,1.3,1.8,50.0,0.04,0.3,0.1,1.2,22.0,-0.1,106.9,14.5,15900.000329999999,7700.0,6899.999999999999,400.0,2700.0,310.0,1870.0,3000.0,50.0,TrJTk,TrJTk,True,54.22568,-123.411,"mudstone, siltstone, shale fine clastic sedimentary rocks"
140.0,9.0,110.0,-0.02,0.44,3.4,19.0,20.31,0.7,105.0,99.0,2.11,20.6,6.99,0.26,2.3,0.7,31.0,0.04,0.6,0.08,0.6,24.0,-0.1,47.0,4.5,4399.99998,8000.0,5200.0,200.0,1200.0,230.0,420.0,3400.0000000000005,110.0,TrJTk,TrJTk,True,54.76921,-123.87406,calc-alkaline volcanic rocks
280.0,5.099999905,70.0,0.08,0.81,11.9,62.0,52.82,3.7,165.0,256.0,7.5,132.2,5.49,0.76,4.0,1.9,65.5,0.06,0.9,0.14,0.6,52.0,-0.1,111.7,6.0,11599.999670000001,13400.0,18900.0,900.0,9100.0,390.0,850.0000000000001,7000.0,270.0,TrJTk,TrJTk,True,53.56213,-123.04653,volcaniclastic rocks
372.0,15.80000019,49.0,0.05,0.76,6.3,28.5,47.7,1.3,160.0,628.0,3.54,65.8,6.96,0.58,1.3,1.7,54.5,0.02,0.4,0.1,0.5,28.0,-0.1,161.3,4.0,4799.99989,7500.0,26600.0,600.0,2400.0,310.0,1230.0,6800.000000000001,80.0,TrJTk,TrJTk,True,54.4938,-123.52669,"mudstone, siltstone, shale fine clastic sedimentary rocks"
279.0,14.60000038,105.5,0.03,0.58,3.1,41.0,25.32,1.4,110.0,622.0,2.02,32.8,3.47,0.26,3.6,1.7,70.0,0.04,0.7,0.06,0.4,88.0,-0.1,105.7,5.5,3499.9999399999997,9500.0,44800.00000000001,500.0,2200.0,290.0,2140.0,5200.0,140.0,TrJTk,TrJTk,True,54.48773,-123.50723,"mudstone, siltstone, shale fine clastic sedimentary rocks"
140.0,5.199999809,31.5,0.04,0.78,5.7,31.5,22.02,0.8,65.0,185.0,11.1,48.3,5.742047493403704,0.6,1.1,3.1,66.5,0.04,0.6,0.04,1.5,12.0,-0.1,87.7,2.5,2899.9999199999997,24800.0,15800.0,200.0,2900.0,350.00000000000006,640.0,22799.999999999996,60.0,TrJTk,CPSm,False,54.43401,-123.87651,"mudstone, siltstone, shale fine clastic sedimentary rocks"
200.0,7.5,240.0,0.1,1.04,11.7,49.0,36.0,5.4,85.0,632.0,1.8,42.1,4.16,0.34,6.3,1.7,53.5,0.02,1.2,0.06,0.8,62.0,-0.1,171.4,11.5,14600.00038,7700.0,25500.0,700.0000000000001,5900.0,509.99999999999994,1460.0,3200.0,470.0,TrJTk,TrJTk,True,54.05976,-123.02252,"mudstone, siltstone, shale fine clastic sedimentary rocks"
240.0,2.900000095,59.0,0.04,0.41,4.2,31.5,30.63,2.7,80.0,259.0,8.78,38.9,4.5,0.52,1.2,1.3,50.5,0.02,0.3,0.06,2.9,30.0,0.1,64.8,8.5,11000.000240000001,7300.0,8000.0,400.0,2800.0000000000005,370.0,720.0,7400.0,70.0,TrJTk,TrJTk,True,54.28784,-122.70491,basaltic volcanic rocks
200.0,4.300000191,103.5,0.07,0.56,8.8,78.5,48.49,3.3,195.0,524.0,2.44,50.3,9.51,0.74,10.4,1.3,42.2,0.02,2.4,0.1,0.6,54.0,-0.1,74.1,7.1,15000.0,12300.0,22400.000000000004,500.0,4300.0,300.0,1170.0,4000.0,310.0,TrJTk,TrJTk,True,54.51315,-123.0397,basaltic volcanic rocks
240.0,2.799999952,254.5,-0.02,0.63,3.4,37.0,22.64,1.6,100.0,218.0,3.22,34.6,2.7,0.36,2.9,2.6,256.5,0.1,0.3,0.1,2.1,20.0,-0.1,75.3,4.5,4600.00008,100000.0,10600.0,-100.0,3500.0,320.0,320.0,2600.0,270.0,TrJTk,TrJTk,True,54.57086,-123.18653,basaltic volcanic rocks
180.0,3.900000095,207.5,0.12,0.71,11.0,51.0,35.07,6.9,80.0,199.0,0.69,45.9,9.26,0.54,6.4,0.5,64.0,0.08,1.7,0.12,0.9,46.0,-0.1,96.9,12.5,16699.99957,9600.0,25000.0,800.0,6500.0,290.0,670.0,1600.0,650.0,TrJTk,TrJTk,True,53.57492,-122.93329,volcaniclastic rocks
260.0,1.799999952,231.0,0.06,1.26,6.2,104.5,32.17,3.1,75.0,138.0,1.88,60.0,4.75,0.42,1.0,1.2,21.0,-0.02,0.6,0.06,0.3,36.0,-0.1,145.1,4.5,11000.000240000001,3400.0000000000005,9600.0,600.0,3300.0,350.00000000000006,2300.0,3400.0000000000005,30.0,TrJTk,TrJTk,True,54.48485,-122.99826,basaltic volcanic rocks
220.0,1.399999976,85.5,-0.02,0.27,1.0,9.0,17.77,1.8,120.0,39.0,0.47,12.4,2.55,0.34,0.3,1.5,32.0,-0.02,0.1,-0.02,0.5,8.0,-0.1,10.6,9.0,6700.00017,6200.0,1600.0,200.0,500.0,310.0,1019.9999999999999,2600.0,20.0,KTpg,CPSm,False,54.34094,-122.60746,paragneiss metamorphic rocks
580.0,8.899999619,74.0,0.14,1.4,11.7,69.5,66.89,3.8,215.0,308.0,4.13,46.8,8.56,2.34,7.4,17.5,61.5,0.08,1.0,0.12,2.1,42.0,-0.1,102.6,11.0,11900.00057,18200.0,19900.0,300.0,4800.0,340.0,790.0,4800.0,250.0,TrJTk,TrJTk,True,54.94468,-123.14581,"mudstone, siltstone, shale fine clastic sedimentary rocks"
340.0,3.5,36.5,-0.02,0.57,2.5,25.5,107.9,0.8,165.0,40.0,4.6,11.6,3.76,0.66,1.8,1.3,24.5,0.04,-0.1,0.06,0.5,16.0,-0.1,48.0,3.0,4699.99999,7000.0,4600.0,200.0,1300.0,270.0,370.0,8200.0,70.0,TrJTk,TrJTk,True,55.09871,-123.99012,"mudstone, siltstone, shale fine clastic sedimentary rocks"
200.0,6.0,163.0,0.06,0.87,8.6,52.0,29.19,2.7,95.0,336.0,3.05,38.2,0.91,0.4,2.8,1.7,52.5,-0.02,0.7,-0.02,1.2,34.0,-0.1,140.5,6.5,6200.00005,9300.0,12100.0,300.0,3200.0,380.0,970.0,3400.0000000000005,230.0,TrJTk,TrJTk,True,54.08541,-123.0803,"mudstone, siltstone, shale fine clastic sedimentary rocks"
560.0,4.599999905,146.5,0.06,2.72,5.5,25.0,48.58,1.9,295.0,186.0,2.63,37.6,4.14,0.76,1.6,2.4,85.5,0.04,0.8,0.12,0.5,24.0,0.2,233.7,6.5,7900.00021,14200.0,6700.0,300.0,2000.0,300.0,1040.0,5600.000000000001,60.0,TrJTk,TrJTk,True,54.09662,-122.86747,"mudstone, siltstone, shale fine clastic sedimentary rocks"
320.0,6.400000095,129.5,0.06,0.58,17.1,87.0,31.79,6.1,235.0,1291.0,1.72,37.1,2.6,0.76,20.1,3.0,21.0,0.02,1.2,0.1,0.5,106.0,-0.1,94.1,11.5,36700.00076,6300.0,38100.0,600.0,7000.0,400.0,2470.0,2400.0,9800.0,TrJTk,TrJTk,True,53.62107,-122.02837,basaltic volcaniclastic rocks
128.0,15.80000019,29.2,0.03,0.82,8.0,32.0,19.78,1.1,70.0,296.0,4.5,26.7,4.73,0.45,2.2,2.2,47.2,0.05,1.2,0.1,1.3,22.0,-0.1,92.5,3.2,4199.999870000001,12700.0,9700.0,200.0,1900.0,260.0,500.0,6600.0,180.0,LTQCh,CPSm,False,54.73779,-123.89059,basaltic volcanic rocks
