Ag_ICP_PPB,As_ICP_PPM,Ba_ICP_PPM,Bi_ICP_PPM,Cd_ICP_PPM,Co_ICP_PPM,Cr_ICP_PPM,Cu_ICP_PPM,Ga_ICP_PPM,Hg_ICP_PPB,Mn_ICP_PPM,Mo_ICP_PPM,Ni_ICP_PPM,Pb_ICP_PPM,Sb_ICP_PPM,Sc_ICP_PPM,Se_ICP_PPM,Sr_ICP_PPM,Te_ICP_PPM,Th_ICP_PPM,Tl_ICP_PPM,U_ICP_PPM,V_ICP_PPM,W_ICP_PPM,Zn_ICP_PPM,La_ICP_PPM,Al_ICP_PPM,Ca_ICP_PPM,Fe_ICP_PPM,K_ICP_PPM,Mg_ICP_PPM,Na_ICP_PPM,P_ICP_PPM,S_ICP_PPM,Ti_ICP_PPM,Actual_Strat,Pred_Strat,Is_Equal,LAT,LONG,rock_type
160.0,5.900000095,187.5,0.1,0.39,10.6,49.5,36.87,6.2,80.0,326.0,1.09,39.7,10.53,0.54,6.7,0.7,35.5,0.04,1.9,0.1,0.4,80.0,0.2,101.2,12.0,19400.00057,3400.0000000000005,28400.0,1100.0,6300.0,410.0,1170.0,800.0,660.0,TrJTk,CPSm,False,54.01973,-122.91149,"mudstone, siltstone, shale fine clastic sedimentary rocks"
320.0,8.199999809,25.0,0.04,0.83,2.6,13.0,26.02,0.7,100.0,260.0,7.58,13.6,3.03,0.84,3.1,16.0,54.5,0.04,0.4,0.08,2.3,10.0,-0.1,101.5,2.0,3300.00013,20000.0,21400.0,200.0,900.0,270.0,920.0,13799.999999999998,60.0,TrJTk,TrJTk,True,54.96151,-123.13416,basaltic volcanic rocks
920.0,7.5,35.5,0.14,1.6,14.4,54.5,67.62,4.1,265.0,261.0,5.23,56.1,7.89,1.02,6.4,3.7,52.5,0.08,0.6,0.18,2.4,44.0,-0.1,130.2,10.5,15800.00043,15200.0,23700.0,200.0,4700.0,270.0,9900.0,8200.0,210.0,CPSm,CPSm,True,54.77971,-122.95376,basaltic volcanic rocks
300.0,1.399999976,146.0,0.02,1.58,3.2,36.5,25.14,0.7,10.0,231.0,0.01,43.1,5.742047493403704,-0.02,1.0,0.4,49.0,-0.02,0.4,0.1,0.2,10.0,-0.1,125.0,3.0,3300.00013,7500.0,3200.0,-100.0,1600.0,190.0,830.0,1000.0,20.0,TrJTk,TrJTk,True,54.35305,-123.15052,"mudstone, siltstone, shale fine clastic sedimentary rocks"
420.0,8.300000191,330.0,0.12,1.29,15.5,119.0,40.56,5.9,245.0,569.0,2.11,79.0,9.4,0.4,8.0,2.5,57.5,0.08,2.9,0.2,3.2,54.0,-0.1,135.3,18.5,21600.00086,10800.0,39500.0,500.0,7200.0,429.99999999999994,810.0,2200.0,350.00000000000006,CPSm,CPSm,True,54.54283,-122.76653,basaltic volcanic rocks
440.0,5.699999809,11.0,0.08,0.84,9.4,52.5,55.22,4.3,225.0,246.0,2.94,66.0,16.92,0.74,7.6,1.8,55.0,0.04,0.7,0.16,0.8,54.0,-0.1,110.6,7.0,17000.00048,11399.999999999998,23400.0,800.0,4900.0,330.0,810.0,12800.0,250.0,TrJTk,TrJTk,True,54.63289,-123.76985,basaltic volcanic rocks
260.0,7.199999809,340.5,0.12,0.67,14.9,96.0,44.88,4.9,150.0,595.0,2.27,91.9,5.04,0.44,7.0,1.4,47.0,0.06,1.5,0.14,1.2,62.0,-0.1,117.4,10.5,15800.00043,10200.0,32599.999999999996,1000.0,9800.0,400.0,1000.0,3400.0000000000005,300.0,TrJTk,TrJTk,True,54.42787,-123.6903,"mudstone, siltstone, shale fine clastic sedimentary rocks"
1060.0,2.200000048,22.0,0.2,10.06,6.9,39.0,43.86,1.4,85.0,55.0,14.15,67.3,3.25,0.24,2.5,30.8,32.5,0.04,-0.1,0.22,4.2,22.0,-0.1,330.5,4.5,6899.99998,12300.0,10100.0,-100.0,1200.0,270.0,869.9999999999999,11299.999999999998,60.0,KTpg,KTpg,True,54.75628,-123.10933,paragneiss metamorphic rocks
220.0,2.400000095,281.0,0.1,1.0,8.6,59.0,29.6,8.1,100.0,270.0,0.38,44.2,4.53,0.24,5.9,1.7,45.0,-0.02,0.3,0.12,1.6,58.0,-0.1,131.7,13.5,22899.99962,5100.0,20000.0,600.0,6300.0,360.0,709.9999999999999,1200.0,220.0,TrJTk,TrJTk,True,54.21862,-123.02613,"mudstone, siltstone, shale fine clastic sedimentary rocks"
80.0,5.900000095,129.5,0.04,0.28,6.4,61.0,25.77,2.6,50.0,209.0,2.24,50.4,0.33,0.26,3.2,1.6,51.5,0.02,0.9,0.06,1.0,36.0,-0.1,45.8,5.0,7099.99979,25000.0,15000.0,500.0,5300.0,370.0,470.0,6600.0,380.0,LTQCh,TrJTk,False,54.45826,-123.71083,basaltic volcanic rocks
440.0,2.099999905,106.0,0.04,0.9,4.5,35.0,30.94,3.1,220.0,106.0,1.15,24.6,4.32,0.36,0.6,2.3,29.5,-0.02,0.3,0.04,1.1,20.0,-0.1,68.0,8.5,15700.00052,4900.0,4400.0,400.0,1200.0,310.0,2039.9999999999998,4200.0,30.0,KTpg,KTpg,True,54.33387,-122.49532,paragneiss metamorphic rocks
300.0,6.900000095,93.0,0.08,0.46,12.6,63.0,40.06,3.5,120.0,2616.0,3.43,74.0,6.9,0.48,14.1,1.4,30.0,0.04,3.8,0.1,1.7,46.0,-0.1,80.1,14.0,13700.00005,6500.0,57699.99999999999,500.0,3400.0000000000005,290.0,8330.0,3400.0000000000005,190.0,TrJTk,CPSm,False,54.29134,-123.23357,"mudstone, siltstone, shale fine clastic sedimentary rocks"
180.0,1.700000048,142.0,0.06,0.56,5.3,81.5,25.14,6.5,80.0,192.0,1.67,51.0,2.94,0.38,2.4,0.4,29.0,0.02,1.1,0.08,0.4,34.0,-0.1,118.2,6.5,21400.00105,3600.0,11600.0,900.0,2100.0,370.0,1000.0,1200.0,320.0,MTrCc,TrJTk,False,53.38567,-123.34416,"chert, siliceous argillite, siliciclastic rocks"
400.0,3.299999952,39.0,0.02,0.59,5.0,44.5,50.62,1.3,105.0,105.0,2.48,12.7,9.27,0.38,2.0,3.6,33.5,-0.02,0.1,0.04,0.7,26.0,-0.1,31.7,4.0,6700.00017,9800.0,6100.0,300.0,2100.0,270.0,530.0,5000.0,120.0,TrJTk,TrJTk,True,55.07169,-123.93733,calc-alkaline volcanic rocks
580.0,7.199999809,50.0,0.1,0.78,13.7,75.0,64.45,3.1,315.0,350.0,8.58,119.0,6.63,0.98,10.4,2.2,70.0,0.04,1.6,0.14,1.2,42.0,-0.1,168.0,7.5,14400.00057,21300.0,20800.0,700.0000000000001,4600.0,310.0,1019.9999999999999,7800.0,170.0,TrJTk,TrJTk,True,54.44807,-123.12652,basaltic volcanic rocks
920.0,4.599999905,202.5,0.1,0.97,5.3,44.0,40.46,4.4,350.0,141.0,0.76,40.2,8.09,0.4,1.5,0.2,30.5,0.02,0.5,0.14,0.7,36.0,-0.1,89.9,12.0,20999.99905,4600.0,11399.999999999998,400.0,3600.0,390.0,1429.9999999999998,1200.0,130.0,KTpg,KTpg,True,54.75107,-123.6183,paragneiss metamorphic rocks
200.0,8.100000381,185.0,0.04,0.81,6.3,20.5,23.36,1.2,145.0,752.0,2.45,28.8,2.61,0.44,1.0,1.1,83.0,0.04,0.4,0.08,0.3,18.0,-0.1,229.2,2.5,5199.99981,16200.000000000002,11900.0,300.0,2100.0,310.0,1040.0,3800.0,80.0,TrJTk,TrJTk,True,53.99955,-123.18253,volcaniclastic rocks
1100.0,9.800000191,49.5,0.1,6.85,9.4,44.0,94.3,3.7,495.0,338.0,5.42,46.8,4.42,0.76,2.5,2.2,69.0,0.08,0.1,0.28,0.9,66.0,-0.1,243.7,16.5,15700.00052,13100.0,22000.0,500.0,2500.0,320.0,2800.0000000000005,6000.0,150.0,KTpg,TrJTk,False,54.66787,-123.44868,paragneiss metamorphic rocks
300.0,8.699999809,36.0,0.04,0.63,5.6,25.5,48.99,1.4,100.0,193.0,3.51,25.1,3.03,0.62,6.8,3.8,43.0,0.04,0.3,0.06,1.1,28.0,-0.1,59.8,5.0,5699.99993,16400.0,10600.0,200.0,2100.0,300.0,610.0,9000.0,170.0,TrJTk,TrJTk,True,54.86303,-123.1995,basaltic volcanic rocks
240.0,5.699999809,232.5,0.06,1.32,9.6,44.0,36.06,3.6,145.0,599.0,2.26,47.7,2.25,0.42,4.2,2.2,64.0,0.02,0.7,0.04,1.5,42.0,-0.1,157.1,9.0,8700.00005,9500.0,17100.0,300.0,3800.0,310.0,1030.0,3400.0000000000005,230.0,TrJTk,TrJTk,True,54.06999,-123.05789,"mudstone, siltstone, shale fine clastic sedimentary rocks"
880.0,6.199999809,170.0,0.1,2.27,7.7,40.0,45.04,3.6,250.0,158.0,2.37,37.6,13.69,0.46,3.2,3.3,51.5,0.06,0.2,0.16,3.5,32.0,-0.1,150.7,23.5,13400.000329999999,14000.0,12700.0,200.0,3400.0000000000005,320.0,1040.0,4000.0,90.0,CPSm,TrJTk,False,54.62066,-122.86107,basaltic volcanic rocks
60.0,3.700000048,70.0,0.04,0.19,3.6,22.0,14.91,0.4,70.0,403.0,2.2,35.5,3.45,0.46,1.4,0.8,72.0,0.02,1.8,0.06,0.4,8.0,-0.1,53.4,1.0,2000.0000300000002,19100.0,6700.0,200.0,2100.0,530.0,760.0,3400.0000000000005,50.0,MTrCc,MTrCc,True,53.83852,-123.39185,basaltic volcanic rocks
740.0,4.0,311.5,0.08,2.02,6.2,45.5,39.83,5.5,345.0,203.0,0.8,54.0,1.69,0.38,2.0,2.9,74.0,0.02,-0.1,0.04,1.2,38.0,-0.1,129.5,18.0,16799.999480000002,7900.0,15300.0,300.0,3300.0,270.0,2220.0,2600.0,110.0,TrJTk,TrJTk,True,54.11961,-123.12387,"mudstone, siltstone, shale fine clastic sedimentary rocks"
420.0,10.60000038,23.0,0.12,1.16,14.0,111.0,46.59,6.3,215.0,554.0,7.16,134.7,3.2,0.34,8.2,4.0,48.5,-0.02,0.9,0.14,2.5,66.0,-0.1,142.6,13.5,21400.00105,9200.0,40000.0,600.0,8700.0,390.0,1440.0,13400.0,290.0,TrJTk,TrJTk,True,54.37051,-123.19639,"mudstone, siltstone, shale fine clastic sedimentary rocks"
280.0,1.899999976,147.5,0.04,0.53,13.6,83.0,27.34,4.1,120.0,256.0,1.31,28.3,1.1,0.26,2.9,1.9,16.0,-0.02,0.2,0.06,0.4,46.0,-0.1,81.5,7.0,23399.99914,4100.0,11600.0,500.0,3000.0,320.0,1080.0,2200.0,320.0,TrJTk,TrJTk,True,53.69671,-122.09688,basaltic volcaniclastic rocks
279.0,4.199999809,24.0,0.09,0.83,13.8,101.5,40.42,4.4,125.0,376.0,1.25,109.7,7.64,0.24,6.6,1.8,60.5,0.02,1.7,0.12,1.0,48.0,-0.1,119.3,9.5,17500.0,11399.999999999998,32900.0,600.0,13500.0,310.0,1180.0,8400.0,340.0,TrJTk,TrJTk,True,54.41875,-123.74635,"mudstone, siltstone, shale fine clastic sedimentary rocks"
